54790KHWV HWV20110101012510801/01/11 01:25:31  5-MIN KHWV 010625Z AUTO 22004KT 6SM BR CLR 01/M02 A3014 -120 85 -1800 230/04 RMK AO2 TSNO
54790KHWV HWV20110101013010801/01/11 01:30:31  5-MIN KHWV 010630Z AUTO 23004KT 6SM BR CLR 01/M02 A3014 -120 85 -1800 250/04 RMK AO2 TSNO
54790KHWV HWV20110101013510801/01/11 01:35:31  5-MIN KHWV 010635Z AUTO 23003KT 6SM HZ CLR 02/M01 A3014 -110 82 -1700 250/03 RMK AO2 TSNO
54790KHWV HWV20110101014010801/01/11 01:40:31  5-MIN KHWV 010640Z AUTO 23003KT 6SM BR CLR 01/M02 A3014 -110 85 -1800 250/03 RMK AO2 TSNO
54790KHWV HWV20110101014510801/01/11 01:45:31  5-MIN KHWV 010645Z AUTO 00000KT 6SM BR CLR 00/M02 A3014 -110 85 -1900 000/00 RMK AO2 TSNO
54790KHWV HWV20110101015012501/01/11 01:50:31  5-MIN KHWV 010650Z AUTO 00000KT 6SM BR CLR 00/M02 A3014 -120 85 -1900 000/00 RMK AO2 SLP207 T00001022 TSNO
54790KHWV HWV20110101015512501/01/11 01:55:31  5-MIN KHWV 010655Z AUTO 25003KT 5SM BR CLR 00/M02 A3014 -120 85 -1900 260/03 RMK AO2 SLP207 T00001022 TSNO
54790KHWV HWV20110101020010801/01/11 02:00:31  5-MIN KHWV 010700Z AUTO 23003KT 5SM BR CLR 01/M02 A3014 -120 85 -1800 240/03 RMK AO2 TSNO
54790KHWV HWV20110101020510801/01/11 02:05:31  5-MIN KHWV 010705Z AUTO 23004KT 6SM HZ CLR 01/M02 A3014 -110 82 -1800 240/04 RMK AO2 TSNO
54790KHWV HWV20110101021010801/01/11 02:10:31  5-MIN KHWV 010710Z AUTO 22004KT 6SM BR CLR 02/M01 A3014 -110 85 -1700 240/04 RMK AO2 TSNO
54790KHWV HWV20110101021510501/01/11 02:15:31  5-MIN KHWV 010715Z AUTO 22004KT 7SM CLR 02/M01 A3014 -110 82 -1600 240/04 RMK AO2 TSNO
54790KHWV HWV20110101022010501/01/11 02:20:31  5-MIN KHWV 010720Z AUTO 22005KT 7SM CLR 02/M01 A3014 -110 82 -1600 240/05 RMK AO2 TSNO
54790KHWV HWV20110101022510501/01/11 02:25:31  5-MIN KHWV 010725Z AUTO 22006KT 7SM CLR 02/M01 A3014 -110 82 -1600 230/06 RMK AO2 TSNO
54790KHWV HWV20110101023010501/01/11 02:30:31  5-MIN KHWV 010730Z AUTO 21007KT 7SM CLR 03/M01 A3014 -110 79 -1500 230/07 RMK AO2 TSNO
54790KHWV HWV20110101023510501/01/11 02:35:31  5-MIN KHWV 010735Z AUTO 22006KT 7SM CLR 03/M01 A3014 -110 79 -1500 230/06 RMK AO2 TSNO
54790KHWV HWV20110101024010401/01/11 02:40:31  5-MIN KHWV 010740Z AUTO 22006KT 7SM CLR 03/00 A3014 -110 82 -1500 240/06 RMK AO2 TSNO
54790KHWV HWV20110101024510401/01/11 02:45:31  5-MIN KHWV 010745Z AUTO 23005KT 7SM CLR 03/00 A3014 -110 82 -1500 240/05 RMK AO2 TSNO
54790KHWV HWV20110101025012101/01/11 02:50:31  5-MIN KHWV 010750Z AUTO 23004KT 7SM CLR 03/00 A3014 -110 82 -1500 240/04 RMK AO2 SLP206 T00280000 TSNO
54790KHWV HWV20110101025512101/01/11 02:55:31  5-MIN KHWV 010755Z AUTO 24004KT 7SM CLR 03/00 A3014 -110 82 -1500 250/04 RMK AO2 SLP206 T00280000 TSNO
54790KHWV HWV20110101030010401/01/11 03:00:31  5-MIN KHWV 010800Z AUTO 24003KT 7SM CLR 02/00 A3014 -110 85 -1600 250/03 RMK AO2 TSNO
54790KHWV HWV20110101030510501/01/11 03:05:31  5-MIN KHWV 010805Z AUTO 23003KT 7SM CLR 02/M01 A3014 -110 85 -1700 250/03 RMK AO2 TSNO
54790KHWV HWV20110101031010501/01/11 03:10:31  5-MIN KHWV 010810Z AUTO 23003KT 7SM CLR 02/M01 A3014 -110 82 -1600 240/03 RMK AO2 TSNO
54790KHWV HWV20110101031510401/01/11 03:15:31  5-MIN KHWV 010815Z AUTO 24003KT 7SM CLR 03/00 A3014 -120 82 -1500 250/03 RMK AO2 TSNO
54790KHWV HWV20110101032010401/01/11 03:20:31  5-MIN KHWV 010820Z AUTO 22003KT 7SM CLR 02/00 A3014 -110 85 -1600 230/03 RMK AO2 TSNO
54790KHWV HWV20110101032510701/01/11 03:25:31  5-MIN KHWV 010825Z AUTO 20003KT 6SM HZ CLR 03/00 A3013 -110 82 -1500 220/03 RMK AO2 TSNO
54790KHWV HWV20110101033010701/01/11 03:30:31  5-MIN KHWV 010830Z AUTO 00000KT 6SM HZ CLR 03/00 A3013 -110 82 -1500 000/00 RMK AO2 TSNO
54790KHWV HWV20110101033510701/01/11 03:35:31  5-MIN KHWV 010835Z AUTO 21003KT 6SM HZ CLR 03/00 A3013 -110 82 -1500 220/03 RMK AO2 TSNO
54790KHWV HWV20110101034010701/01/11 03:40:31  5-MIN KHWV 010840Z AUTO 21003KT 6SM BR CLR 02/00 A3013 -110 85 -1600 220/03 RMK AO2 TSNO
54790KHWV HWV20110101034510701/01/11 03:45:31  5-MIN KHWV 010845Z AUTO 00000KT 6SM BR CLR 02/00 A3013 -110 85 -1600 000/00 RMK AO2 TSNO
54790KHWV HWV20110101035013101/01/11 03:50:31  5-MIN KHWV 010850Z AUTO 00000KT 6SM BR CLR 02/M01 A3013 -110 85 -1700 000/00 RMK AO2 SLP203 T00171006 55007 TSNO
54790KHWV HWV20110101035513101/01/11 03:55:31  5-MIN KHWV 010855Z AUTO 00000KT 6SM BR CLR 02/M01 A3013 -110 85 -1700 000/00 RMK AO2 SLP204 T00171006 55007 TSNO
54790KHWV HWV20110101040010801/01/11 04:00:31  5-MIN KHWV 010900Z AUTO 00000KT 6SM BR CLR 01/M01 A3014 -110 89 -1700 000/00 RMK AO2 TSNO
54790KHWV HWV20110101040510701/01/11 04:05:31  5-MIN KHWV 010905Z AUTO 00000KT 6SM BR CLR 02/00 A3014 -110 85 -1600 000/00 RMK AO2 TSNO
54790KHWV HWV20110101041010701/01/11 04:10:31  5-MIN KHWV 010910Z AUTO 00000KT 6SM BR CLR 02/00 A3013 -110 89 -1700 000/00 RMK AO2 TSNO
54790KHWV HWV20110101041510801/01/11 04:15:31  5-MIN KHWV 010915Z AUTO 00000KT 6SM BR CLR 02/M01 A3013 -100 85 -1700 000/00 RMK AO2 TSNO
54790KHWV HWV20110101042010701/01/11 04:20:31  5-MIN KHWV 010920Z AUTO 23003KT 6SM BR CLR 02/00 A3013 -110 89 -1700 250/03 RMK AO2 TSNO
54790KHWV HWV20110101042510801/01/11 04:25:31  5-MIN KHWV 010925Z AUTO 00000KT 6SM BR CLR 02/M01 A3013 -110 85 -1700 000/00 RMK AO2 TSNO
54790KHWV HWV20110101043010801/01/11 04:30:31  5-MIN KHWV 010930Z AUTO 00000KT 6SM BR CLR 01/M01 A3013 -110 89 -1700 000/00 RMK AO2 TSNO
54790KHWV HWV20110101043510801/01/11 04:35:31  5-MIN KHWV 010935Z AUTO 00000KT 5SM BR CLR 01/M01 A3013 -110 89 -1800 000/00 RMK AO2 TSNO
54790KHWV HWV20110101044010801/01/11 04:40:31  5-MIN KHWV 010940Z AUTO 20003KT 5SM BR CLR 00/M01 A3013 -110 92 -1900 220/03 RMK AO2 TSNO
54790KHWV HWV20110101044510901/01/11 04:45:31  5-MIN KHWV 010945Z AUTO 21005KT 4SM BR CLR M01/M02 A3013 -110 92 -2000 220/05 RMK AO2 TSNO
54790KHWV HWV20110101045012501/01/11 04:50:31  5-MIN KHWV 010950Z AUTO 20005KT 5SM BR CLR 02/M01 A3014 -110 85 -1700 220/05 RMK AO2 SLP205 T00171006 TSNO
54790KHWV HWV20110101045512401/01/11 04:55:31  5-MIN KHWV 010955Z AUTO 21005KT 6SM BR CLR 02/00 A3014 -110 85 -1600 220/05 RMK AO2 SLP205 T00220000 TSNO
54790KHWV HWV20110101050010701/01/11 05:00:31  5-MIN KHWV 011000Z AUTO 21005KT 6SM BR CLR 02/00 A3014 -110 85 -1600 220/05 RMK AO2 TSNO
54790KHWV HWV20110101050510701/01/11 05:05:31  5-MIN KHWV 011005Z AUTO 19004KT 6SM BR CLR 02/00 A3013 -110 85 -1600 210/04 RMK AO2 TSNO
54790KHWV HWV20110101051010701/01/11 05:10:31  5-MIN KHWV 011010Z AUTO 21006KT 6SM BR CLR 02/00 A3014 -110 85 -1600 220/06 RMK AO2 TSNO
54790KHWV HWV20110101051510701/01/11 05:15:31  5-MIN KHWV 011015Z AUTO 21006KT 6SM BR CLR 02/00 A3014 -110 85 -1600 220/06 RMK AO2 TSNO
54790KHWV HWV20110101052010701/01/11 05:20:31  5-MIN KHWV 011020Z AUTO 20006KT 6SM BR CLR 02/00 A3014 -110 85 -1600 220/06 RMK AO2 TSNO
54790KHWV HWV20110101052510701/01/11 05:25:31  5-MIN KHWV 011025Z AUTO 20004KT 6SM BR CLR 02/00 A3013 -100 85 -1600 210/04 RMK AO2 TSNO
54790KHWV HWV20110101053010701/01/11 05:30:31  5-MIN KHWV 011030Z AUTO 20005KT 6SM BR CLR 02/00 A3013 -100 85 -1600 210/05 RMK AO2 TSNO
54790KHWV HWV20110101053510701/01/11 05:35:31  5-MIN KHWV 011035Z AUTO 19005KT 5SM BR CLR 02/00 A3012 -100 85 -1600 200/05 RMK AO2 TSNO
54790KHWV HWV20110101054010701/01/11 05:40:31  5-MIN KHWV 011040Z AUTO 19005KT 5SM BR CLR 02/00 A3013 -100 85 -1600 210/05 RMK AO2 TSNO
54790KHWV HWV20110101054510701/01/11 05:45:31  5-MIN KHWV 011045Z AUTO 20005KT 5SM BR CLR 02/00 A3013 -110 85 -1600 210/05 RMK AO2 TSNO
54790KHWV HWV20110101055012401/01/11 05:50:31  5-MIN KHWV 011050Z AUTO 20003KT 5SM BR CLR 02/00 A3014 -110 85 -1600 210/03 RMK AO2 SLP204 T00220000 TSNO
54790KHWV HWV20110101055512401/01/11 05:55:31  5-MIN KHWV 011055Z AUTO 21003KT 5SM BR CLR 02/00 A3014 -110 85 -1600 230/03 RMK AO2 SLP206 T00220000 TSNO
54790KHWV HWV20110101060010701/01/11 06:00:31  5-MIN KHWV 011100Z AUTO 21004KT 5SM BR CLR 02/00 A3014 -110 85 -1600 230/04 RMK AO2 TSNO
54790KHWV HWV20110101060510701/01/11 06:05:31  5-MIN KHWV 011105Z AUTO 21004KT 5SM BR CLR 02/00 A3014 -110 89 -1700 220/04 RMK AO2 TSNO
54790KHWV HWV20110101061010701/01/11 06:10:31  5-MIN KHWV 011110Z AUTO 21004KT 5SM BR CLR 02/00 A3014 -110 89 -1700 230/04 RMK AO2 TSNO
54790KHWV HWV20110101061510701/01/11 06:15:31  5-MIN KHWV 011115Z AUTO 21004KT 5SM BR CLR 02/00 A3014 -110 89 -1700 230/04 RMK AO2 TSNO
54790KHWV HWV20110101062010701/01/11 06:20:31  5-MIN KHWV 011120Z AUTO 21004KT 5SM BR CLR 02/00 A3014 -110 89 -1700 230/04 RMK AO2 TSNO
54790KHWV HWV20110101062510701/01/11 06:25:31  5-MIN KHWV 011125Z AUTO 21004KT 5SM BR CLR 02/00 A3013 -110 89 -1700 230/04 RMK AO2 TSNO
54790KHWV HWV20110101063010701/01/11 06:30:31  5-MIN KHWV 011130Z AUTO 21005KT 5SM BR CLR 02/00 A3013 -110 89 -1700 220/05 RMK AO2 TSNO
54790KHWV HWV20110101063510701/01/11 06:35:31  5-MIN KHWV 011135Z AUTO 22003KT 5SM BR CLR 02/00 A3013 -110 89 -1700 240/03 RMK AO2 TSNO
54790KHWV HWV20110101064010701/01/11 06:40:31  5-MIN KHWV 011140Z AUTO 00000KT 5SM BR CLR 02/00 A3014 -110 89 -1700 000/00 RMK AO2 TSNO
54790KHWV HWV20110101064510701/01/11 06:45:31  5-MIN KHWV 011145Z AUTO 21003KT 5SM BR CLR 02/00 A3013 -110 89 -1700 220/03 RMK AO2 TSNO
54790KHWV HWV20110101065014201/01/11 06:50:31  5-MIN KHWV 011150Z AUTO 21004KT 5SM BR CLR 02/00 A3013 -110 89 -1700 230/04 RMK AO2 SLP204 T00170000 10028 21006 58003 TSNO
54790KHWV HWV20110101065514201/01/11 06:55:31  5-MIN KHWV 011155Z AUTO 22003KT 5SM BR CLR 02/00 A3014 -110 89 -1700 230/03 RMK AO2 SLP205 T00170000 10028 21006 58003 TSNO
54790KHWV HWV20110101070010701/01/11 07:00:31  5-MIN KHWV 011200Z AUTO 22004KT 5SM BR CLR 02/00 A3013 -110 89 -1700 230/04 RMK AO2 TSNO
54790KHWV HWV20110101070510701/01/11 07:05:31  5-MIN KHWV 011205Z AUTO 21004KT 6SM BR CLR 02/00 A3013 -110 89 -1700 230/04 RMK AO2 TSNO
54790KHWV HWV20110101071010701/01/11 07:10:31  5-MIN KHWV 011210Z AUTO 22005KT 6SM BR CLR 02/00 A3013 -110 85 -1600 230/05 RMK AO2 TSNO
54790KHWV HWV20110101071510701/01/11 07:15:31  5-MIN KHWV 011215Z AUTO 21004KT 5SM BR CLR 02/00 A3013 -110 89 -1700 230/04 RMK AO2 TSNO
54790KHWV HWV20110101072010701/01/11 07:20:31  5-MIN KHWV 011220Z AUTO 21004KT 4SM BR CLR 02/00 A3013 -100 85 -1600 230/04 RMK AO2 TSNO
54790KHWV HWV20110101072510701/01/11 07:25:31  5-MIN KHWV 011225Z AUTO 22004KT 4SM BR CLR 02/00 A3013 -100 85 -1600 230/04 RMK AO2 TSNO
54790KHWV HWV20110101073010701/01/11 07:30:31  5-MIN KHWV 011230Z AUTO 22004KT 4SM BR CLR 02/00 A3013 -100 85 -1600 230/04 RMK AO2 TSNO
54790KHWV HWV20110101073510701/01/11 07:35:31  5-MIN KHWV 011235Z AUTO 22005KT 4SM BR CLR 02/00 A3013 -100 85 -1600 230/05 RMK AO2 TSNO
54790KHWV HWV20110101074010701/01/11 07:40:31  5-MIN KHWV 011240Z AUTO 22004KT 4SM BR CLR 02/00 A3013 -100 85 -1600 230/04 RMK AO2 TSNO
54790KHWV HWV20110101074510701/01/11 07:45:31  5-MIN KHWV 011245Z AUTO 23004KT 5SM BR CLR 02/01 A3013 -110 89 -1600 240/04 RMK AO2 TSNO
54790KHWV HWV20110101075012401/01/11 07:50:31  5-MIN KHWV 011250Z AUTO 23004KT 5SM BR CLR 02/01 A3014 -110 89 -1600 240/04 RMK AO2 SLP206 T00220006 TSNO
54790KHWV HWV20110101075512401/01/11 07:55:31  5-MIN KHWV 011255Z AUTO 23005KT 5SM BR CLR 02/01 A3014 -110 89 -1600 240/05 RMK AO2 SLP206 T00220006 TSNO
54790KHWV HWV20110101080010701/01/11 08:00:31  5-MIN KHWV 011300Z AUTO 23004KT 5SM BR CLR 03/01 A3014 -110 85 -1500 250/04 RMK AO2 TSNO
54790KHWV HWV20110101080510701/01/11 08:05:31  5-MIN KHWV 011305Z AUTO 24004KT 5SM BR CLR 03/01 A3014 -110 85 -1500 260/04 RMK AO2 TSNO
54790KHWV HWV20110101081010701/01/11 08:10:31  5-MIN KHWV 011310Z AUTO 24004KT 5SM BR CLR 03/01 A3014 -110 85 -1500 250/04 RMK AO2 TSNO
54790KHWV HWV20110101081510701/01/11 08:15:31  5-MIN KHWV 011315Z AUTO 24005KT 5SM HZ CLR 03/01 A3014 -110 82 -1500 260/05 RMK AO2 TSNO
54790KHWV HWV20110101082010701/01/11 08:20:31  5-MIN KHWV 011320Z AUTO 24004KT 5SM HZ CLR 03/01 A3014 -120 82 -1500 260/04 RMK AO2 TSNO
54790KHWV HWV20110101082510701/01/11 08:25:31  5-MIN KHWV 011325Z AUTO 24004KT 5SM HZ CLR 03/01 A3015 -120 82 -1500 260/04 RMK AO2 TSNO
54790KHWV HWV20110101083010701/01/11 08:30:31  5-MIN KHWV 011330Z AUTO 24005KT 5SM HZ CLR 03/01 A3015 -120 82 -1500 250/05 RMK AO2 TSNO
54790KHWV HWV20110101083510701/01/11 08:35:31  5-MIN KHWV 011335Z AUTO 24005KT 5SM HZ CLR 04/01 A3015 -120 79 -1400 260/05 RMK AO2 TSNO
54790KHWV HWV20110101084010701/01/11 08:40:31  5-MIN KHWV 011340Z AUTO 24004KT 5SM HZ CLR 04/01 A3015 -120 79 -1400 260/04 RMK AO2 TSNO
54790KHWV HWV20110101084510701/01/11 08:45:31  5-MIN KHWV 011345Z AUTO 22004KT 5SM HZ CLR 04/01 A3015 -120 76 -1300 240/04 RMK AO2 TSNO
54790KHWV HWV20110101085012401/01/11 08:50:31  5-MIN KHWV 011350Z AUTO 24004KT 6SM HZ CLR 04/01 A3015 -120 76 -1300 250/04 RMK AO2 SLP209 T00440006 TSNO
54790KHWV HWV20110101085512401/01/11 08:55:31  5-MIN KHWV 011355Z AUTO 24004KT 6SM HZ CLR 04/01 A3015 -120 76 -1400 250/04 RMK AO2 SLP210 T00440006 TSNO
54790KHWV HWV20110101090010701/01/11 09:00:31  5-MIN KHWV 011400Z AUTO 23004KT 6SM HZ CLR 04/01 A3015 -120 76 -1400 240/04 RMK AO2 TSNO
54790KHWV HWV20110101090510701/01/11 09:05:31  5-MIN KHWV 011405Z AUTO 23006KT 6SM HZ CLR 04/01 A3016 -130 79 -1400 250/06 RMK AO2 TSNO
54790KHWV HWV20110101091010701/01/11 09:10:31  5-MIN KHWV 011410Z AUTO 24004KT 6SM HZ CLR 05/01 A3016 -130 76 -1300 250/04 RMK AO2 TSNO
54790KHWV HWV20110101091510701/01/11 09:15:31  5-MIN KHWV 011415Z AUTO 23004KT 6SM HZ CLR 06/01 A3016 -130 70 -1200 250/04 RMK AO2 TSNO
54790KHWV HWV20110101092010401/01/11 09:20:31  5-MIN KHWV 011420Z AUTO 23005KT 7SM CLR 06/01 A3016 -130 70 -1200 240/05 RMK AO2 TSNO
54790KHWV HWV20110101092510401/01/11 09:25:31  5-MIN KHWV 011425Z AUTO 23003KT 7SM CLR 06/01 A3016 -130 73 -1200 250/03 RMK AO2 TSNO
54790KHWV HWV20110101093010401/01/11 09:30:31  5-MIN KHWV 011430Z AUTO 23004KT 7SM CLR 06/01 A3016 -130 73 -1200 250/04 RMK AO2 TSNO
54790KHWV HWV20110101093510401/01/11 09:35:31  5-MIN KHWV 011435Z AUTO 21005KT 7SM CLR 06/01 A3016 -130 70 -1200 230/05 RMK AO2 TSNO
54790KHWV HWV20110101094010401/01/11 09:40:31  5-MIN KHWV 011440Z AUTO 22005KT 7SM CLR 06/01 A3016 -130 70 -1100 230/05 RMK AO2 TSNO
54790KHWV HWV20110101094510401/01/11 09:45:31  5-MIN KHWV 011445Z AUTO 22003KT 7SM CLR 07/01 A3016 -130 67 -1100 230/03 RMK AO2 TSNO
54790KHWV HWV20110101095012701/01/11 09:50:31  5-MIN KHWV 011450Z AUTO 23006KT 7SM CLR 07/01 A3015 -120 65 -1100 240/06 RMK AO2 SLP210 T00670006 50000 TSNO
54790KHWV HWV20110101095512701/01/11 09:55:31  5-MIN KHWV 011455Z AUTO 24004KT 8SM CLR 07/01 A3015 -120 65 -1100 250/04 RMK AO2 SLP209 T00670006 50000 TSNO
54790KHWV HWV20110101100010401/01/11 10:00:31  5-MIN KHWV 011500Z AUTO 25004KT 7SM CLR 07/01 A3015 -120 65 -1100 260/04 RMK AO2 TSNO
54790KHWV HWV20110101100510401/01/11 10:05:31  5-MIN KHWV 011505Z AUTO 25004KT 7SM CLR 07/01 A3015 -120 67 -1100 260/04 RMK AO2 TSNO
54790KHWV HWV20110101101010401/01/11 10:10:31  5-MIN KHWV 011510Z AUTO 24004KT 7SM CLR 07/01 A3015 -120 67 -1100 250/04 RMK AO2 TSNO
54790KHWV HWV20110101101510301/01/11 10:15:31  5-MIN KHWV 011515Z AUTO 00000KT 8SM CLR 08/02 A3014 -120 65 -900 000/00 RMK AO2 TSNO
54790KHWV HWV20110101102010401/01/11 10:20:31  5-MIN KHWV 011520Z AUTO 21003KT 8SM CLR 07/01 A3014 -110 65 -1000 220/03 RMK AO2 TSNO
54790KHWV HWV20110101102510401/01/11 10:25:31  5-MIN KHWV 011525Z AUTO 19005KT 8SM CLR 07/01 A3014 -110 65 -1000 200/05 RMK AO2 TSNO
54790KHWV HWV20110101103010401/01/11 10:30:31  5-MIN KHWV 011530Z AUTO 19005KT 8SM CLR 07/01 A3014 -110 62 -1000 210/05 RMK AO2 TSNO
54790KHWV HWV20110101103510301/01/11 10:35:31  5-MIN KHWV 011535Z AUTO 20005KT 8SM CLR 08/01 A3014 -110 60 -900 220/05 RMK AO2 TSNO
54790KHWV HWV20110101104010301/01/11 10:40:31  5-MIN KHWV 011540Z AUTO 20006KT 8SM CLR 08/01 A3014 -120 60 -900 220/06 RMK AO2 TSNO
54790KHWV HWV20110101104510301/01/11 10:45:31  5-MIN KHWV 011545Z AUTO 20007KT 8SM CLR 08/01 A3015 -120 60 -900 220/07 RMK AO2 TSNO
54790KHWV HWV20110101105012001/01/11 10:50:31  5-MIN KHWV 011550Z AUTO 21006KT 8SM CLR 08/00 A3015 -120 58 -900 230/06 RMK AO2 SLP210 T00780000 TSNO
54790KHWV HWV20110101105512001/01/11 10:55:31  5-MIN KHWV 011555Z AUTO VRB06KT 8SM CLR 08/01 A3015 -120 60 -900 VRB/06 RMK AO2 SLP209 T00780006 TSNO
54790KHWV HWV20110101110010301/01/11 11:00:31  5-MIN KHWV 011600Z AUTO 21007KT 8SM CLR 08/00 A3015 -120 58 -900 220/07 RMK AO2 TSNO
54790KHWV HWV20110101110510301/01/11 11:05:31  5-MIN KHWV 011605Z AUTO 21007KT 8SM CLR 08/00 A3014 -120 58 -900 230/07 RMK AO2 TSNO
54790KHWV HWV20110101111010301/01/11 11:10:31  5-MIN KHWV 011610Z AUTO 21007KT 8SM CLR 08/00 A3014 -120 58 -900 220/07 RMK AO2 TSNO
54790KHWV HWV20110101111510301/01/11 11:15:31  5-MIN KHWV 011615Z AUTO 22007KT 8SM CLR 08/00 A3014 -110 58 -900 230/07 RMK AO2 TSNO
54790KHWV HWV20110101112010301/01/11 11:20:31  5-MIN KHWV 011620Z AUTO 22005KT 8SM CLR 08/01 A3014 -110 60 -900 230/05 RMK AO2 TSNO
54790KHWV HWV20110101112510401/01/11 11:25:31  5-MIN KHWV 011625Z AUTO 19007KT 7SM CLR 07/01 A3014 -110 65 -1000 210/07 RMK AO2 TSNO
54790KHWV HWV20110101113010301/01/11 11:30:31  5-MIN KHWV 011630Z AUTO 19007KT 7SM CLR 08/01 A3014 -110 62 -900 200/07 RMK AO2 TSNO
54790KHWV HWV20110101113510301/01/11 11:35:31  5-MIN KHWV 011635Z AUTO 20009KT 7SM CLR 08/01 A3014 -110 62 -900 210/09 RMK AO2 TSNO
54790KHWV HWV20110101114010301/01/11 11:40:31  5-MIN KHWV 011640Z AUTO 19009KT 7SM CLR 08/01 A3014 -110 62 -900 210/09 RMK AO2 TSNO
54790KHWV HWV20110101114510401/01/11 11:45:31  5-MIN KHWV 011645Z AUTO 19009KT 7SM CLR 07/02 A3014 -110 68 -1000 210/09 RMK AO2 TSNO
54790KHWV HWV20110101115012101/01/11 11:50:31  5-MIN KHWV 011650Z AUTO 19008KT 7SM CLR 07/02 A3013 -110 68 -1000 210/08 RMK AO2 SLP204 T00720017 TSNO
54790KHWV HWV20110101115512101/01/11 11:55:31  5-MIN KHWV 011655Z AUTO 20007KT 7SM CLR 07/02 A3013 -100 70 -1000 210/07 RMK AO2 SLP202 T00720022 TSNO
54790KHWV HWV20110101120010701/01/11 12:00:31  5-MIN KHWV 011700Z AUTO 20007KT 6SM HZ CLR 07/02 A3012 -100 70 -1000 220/07 RMK AO2 TSNO
54790KHWV HWV20110101120510601/01/11 12:05:31  5-MIN KHWV 011705Z AUTO 20007KT 6SM HZ CLR 07/02 A3012 -90 70 -1000 210/07 RMK AO2 TSNO
54790KHWV HWV20110101121010401/01/11 12:10:31  5-MIN KHWV 011710Z AUTO 19007KT 7SM CLR 07/02 A3012 -100 70 -1000 200/07 RMK AO2 TSNO
54790KHWV HWV20110101121510301/01/11 12:15:31  5-MIN KHWV 011715Z AUTO 20008KT 7SM CLR 07/02 A3012 -90 70 -1000 210/08 RMK AO2 TSNO
54790KHWV HWV20110101122010301/01/11 12:20:31  5-MIN KHWV 011720Z AUTO 19006KT 7SM CLR 07/02 A3012 -90 70 -1000 200/06 RMK AO2 TSNO
